id,description,Ollama_Response
440449,"tail (GNU coreutils) 6.9
coreutils-6.9-17.fc8

uname -a:
Linux dv2727ca 2.6.24.3-50.fc8 #1 SMP Thu Mar 20 14:47:10 EDT 2008 i686 i686
i386 GNU/Linux


How reproducible:


Steps to Reproduce:
1. Run ""cat /etc/passwd | head -3 | tail +2""
   -tail: cannot open `+2' for reading: No such file or directory
2. Run ""cat /etc/passwd | tail +3 | head -2""
   -tail: cannot open `+3' for reading: No such file or directory 
  
Actual results:
The error messages above

Expected results:
Tail to pass the last two lines of the first three in the first example, and
tail to pass the first three lines to head in the second example.

these commands work on all other systems i have tested it on.  None of them are
fedora systems.


Additional info:

It seems that tail doesn't like +2 on fedora but works on Ubuntu, SuSE and all
other linux systems i try it on.","cat /etc/passwd | head -3 | tail +2  
cat /etc/passwd | tail +3 | head -2"
436717,"Description of problem:
Rebuild of coreutils fails with ""FAIL: chcon.log"", because mcstrans(d) is not
a must. So please correct the patch to work also without mcstrans(d) running.

Version-Release number of selected component (if applicable):
coreutils-6.10-11

How reproducible:
Everytime, see above.

Expected results:
Working rebuild even without having mcstrans(d) running.",None
438076,"In shell programming, if one needs to replace a file atomically (such that there
is no point at which the file doesn't exist), but keep a backup of the old file,
this is the standard construct to use:

# Create example files.
$ echo foo >foo
$ echo bar >bar

# Replace the contents of ""foo"" with the contents of ""bar"", atomically.
$ rm -f foo.backup   # remove old backup file, if present
$ ln foo foo.backup  # link() is atomic
$ mv bar foo         # mv uses rename(), which is atomic

The reason why this construct works is because mv uses rename() to move files
that lie on the same filesystem, and rename() is guaranteed to atomically
replace the target file, without affecting any other hard links to the file.

However, since at least coreutils-6.9-16.fc8, the mv command will first unlink
the target if the target has multiple hard links.  Here's strace output from the
mv command above:

$ strace mv bar foo
stat(""foo"", {st_mode=S_IFREG|0600, st_size=4, ...}) = 0
lstat(""bar"", {st_mode=S_IFREG|0600, st_size=4, ...}) = 0
lstat(""foo"", {st_mode=S_IFREG|0600, st_size=4, ...}) = 0
stat(""foo"", {st_mode=S_IFREG|0600, st_size=4, ...}) = 0
geteuid()                               = 4524
getegid()                               = 4524
getuid()                                = 4524
getgid()                                = 4524
access(""foo"", W_OK)                     = 0
unlink(""foo"")                           = 0
rename(""bar"", ""foo"")                    = 0

By first unlinking the target file, the mv command has created a race condition
where a process attempting to access ""foo"" could find it missing, thereby
defeating the guaranteed atomicity of rename().

Simply put: the mv command MUST NOT do this!

Although the coreutils mv command does contain a --backup option, this isn't an
acceptable work-around for three reasons.  First, the --backup behavior isn't
atomic, either:

$ echo foo >foo
$ echo bar >bar
$ strace mv --backup bar foo
[...]
rename(""foo"", ""foo~"")                   = 0
rename(""bar"", ""foo"")                    = 0

To be atomic, the first rename must instead be:

link(""foo"", ""foo~"")                     = 0

Second, even --backup worked, portable shell code can't assume that the version
of ""mv"" available supports it.  It's far simpler to use ln/mv in all cases than
to specifically test for --backup support and use it only if it's present.

And third, there's a huge installed base of shell scripts that already rely on
the ln/mv construct to be atomic.  It is unacceptable for mv to break this
assumption.

The culprit is this code in copy_internal() in src/copy.c (around line 1343):

else if (! S_ISDIR (dst_sb.st_mode)
         && (x->unlink_dest_before_opening
             || (x->preserve_links && 1 < dst_sb.st_nlink)
             || (!x->move_mode
                 && x->dereference == DEREF_NEVER
                 && S_ISLNK (src_sb.st_mode))
             ))
  {
    if (unlink (dst_name) != 0 && errno != ENOENT)
      {
        error (0, errno, _(""cannot remove %s""), quote (dst_name));
        return false;
      }
    new_dst = true;
    if (x->verbose)
      printf (_(""removed %s\n""), quote (dst_name));
  }

Specifically, the (x->preserve_links && 1 < dst_sb.st_nlink) test is what
triggers the unlink.  Removing that test should prevent the unlink() from being
called, but I'm not certain if that would break the assumptions of other
functions that might call copy_internal().  (For a simple utility, mv's logic is
deceptively complex; I'm not sure I've completely understood all of the link
handling.)

But regardless, however it's implemented in the code, mv MUST NOT first unlink
the target of a simple file-to-file rename(), regardless of whether the target
has multiple hard links.","```bash
echo foo >foo
echo bar >bar
rm -f foo.backup
ln foo foo.backup
mv bar foo
```"
430827,"/etc/profile.d/colorls.sh overrides my $LS_COLORS environment variable.

If I've already set up my own colors, this script shouldn't clobber them.

The obvious change is to put
[ -n ""$LS_COLORS"" ] && return
at the top of the script.",None
437653,"Description of problem:
# echo --foo --bar
--foo --bar
#

But:

# /bin/echo --foo --bar
--bar
# 

Ouch. Lost we ""--foo"" in translation?

Version-Release number of selected component (if applicable):
coreutils-6.10-11

How reproducible:
Strange echo behaviour.

Actual results:
/bin/echo --foo --bar drops first argument/parameter?!

Expected results:
No argument/parameter dropping any longer - and AFAIK as in the past.",/bin/echo --foo --bar
212966,"Description of problem:
/bin/unicode_start takes a LONG time to finish, if ever, if launched from a
console (instead of from an Xterm), so when I log in as my normal user account
and then su to do some work from a console, it can take anywhere from a minute
to forever for the su to complete - meanwhile unicode_start is messing with the
monitor's scan rates and making the monitor look like somebody dumped a handful
of graphite into the high voltage section.

I've verified the culprit by logging in from another computer and ps'ing and
running top while this happens.

Version-Release number of selected component (if applicable):
FC6-T1 through FC6, kbd-1.12-18

How reproducible:
every time

Steps to Reproduce:
1) Log in as normal user from a text console - NOT an Xterm.
2) su - root
3) input root's password

Actual results:
SU takes a LONG time to return - if ever. Monitor scan rates are constantly
being changed such that the monitor is glitching badly.

Expected results:
su should present a login shell within a couple of seconds after the password is
correctly given.

Additional info:","```
1) Log in as normal user from a text console - NOT an Xterm.
2) su - root
3) input root's password
```"
368721,"Description of problem:
The /etc/pam.d/su-l and /etc/pam.d/runuser-l files appear to be completely
undocumented.  The files themselves have no comments.  The
/usr/share/doc/coreutils-6.9 files don't mention them.  The man pages don't
mention them.  The info pages say ""this command has PAM support"" but then point
the user at the plain 'su' and 'runuser' files, ignoring the *-l variants.


Version-Release number of selected component (if applicable):  6.9-3.fc7


Steps to Reproduce:
1.  See ""su-l"" mentioned in logwatch report.
2.  Fail to find explanation anywhere in docs, --help, FAQs, bug lists.
3.  Become mildly annoyed at the presence of undocumented /etc files.
4.  Become slightly alarmed at ""su-l"" appearing in strings(1) output on /bin/su
with no explanation.
  
Actual results:
I had to look at coreutils-split-pam.patch in the srpm to confirm my guess that
these files had something to do with the -l option.

Expected results:
I would have expected the parts of the docs that mention PAM support in the
first place to include ""If the -l option is given, the corresponding *-l PAM
file will be used instead.  By default, these include the base PAM file and then
add some additional blahblahblah...""",None
227520,"Description of problem:
I have coreutils-5.97-1.2 openssh-4.3p2-4.11.fc5
su sometimes dumps core when doing remote backup like this:

su -l -c ""set -x ;
umask 027 ; exec /usr/bin/ssh -n '${REMOTEHOSTTOBACKUP}' '${REMOTECMD}' </dev/nu
ll"" backup </dev/null >""${1}""
15471 Segmentation fault","su -l -c ""set -x ; umask 027 ; exec /usr/bin/ssh -n '${REMOTEHOSTTOBACKUP}' '${REMOTECMD}' </dev/null"" backup </dev/null >""${1}"""
436368,"Description of problem:
Running

  strace -E LC_ALL=C dd if=/dev/zero of=/dev/null count=1 bs=1

shows that dd tries to close file descriptor 1 twice:

[...]
write(2, ""1 byte (1 B) copied"", 191 byte (1 B) copied)     = 19
write(2, "", 0.000151196 s, 6.6 kB/s\n"", 26, 0.000151196 s, 6.6 kB/s
) = 26
close(1)                                = -1 EBADF (Bad file descriptor)
close(2)                                = 0



Version-Release number of selected component (if applicable):
coreutils-6.10-11.fc9
coreutils-6.9-13.fc8

How reproducible:
always

Steps to Reproduce:
1.run above command
2.
3.
  
Actual results:
double close

Expected results:
only one close

Additional info:",strace -E LC_ALL=C dd if=/dev/zero of=/dev/null count=1 bs=1
436718,"Description of problem:
Please change Source0 to use tar.gz rather tar.lzma -- lzma is only introducing
overhead and rpm.org has no lzma support in rpm, this is not rpm5.org ;-)

Anyway, I can't see any half-good reason to use lzma in favour over gz as long
as there is no support in RPM for it, so please switch back to gz again.

Version-Release number of selected component (if applicable):
coreutils-6.10-11

Expected results:
Please apply the following patch or better:

--- coreutils.spec       2008-03-06 13:21:32.000000000 +0100
+++ coreutils.spec.rsc   2008-03-09 22:44:47.000000000 +0100
@@ -6,7 +6,7 @@
 Group:   System Environment/Base
 Url:     http://www.gnu.org/software/coreutils/
 BuildRoot: %{_tmppath}/%{name}-%{version}-%{release}-root-%(%{__id_u} -n)
-Source0: ftp://ftp.gnu.org/gnu/%{name}/%{name}-%{version}.tar.lzma
+Source0: ftp://ftp.gnu.org/gnu/%{name}/%{name}-%{version}.tar.gz
 Source101:  coreutils-DIR_COLORS
 Source102:  coreutils-DIR_COLORS.xterm
 Source103:  coreutils-DIR_COLORS.256color
@@ -54,9 +54,7 @@
 BuildRequires: libacl-devel
 BuildRequires: gettext bison
 BuildRequires: texinfo >= 4.3
-BuildRequires: lzma
 BuildRequires: autoconf >= 2.58
-#dist-lzma required
 BuildRequires: automake >= 1.10.1
 %{?!nopam:BuildRequires: pam-devel}

@@ -89,11 +87,7 @@
 the old GNU fileutils, sh-utils, and textutils packages.

 %prep
-#do not unpack in setup because of lzma is not yet supported in setup macro
-%setup -q -c -T
-cd ..
-lzma -dc %SOURCE0 | tar xf -
-cd %name-%version
+%setup -q

 # From upstream
 %patch1 -p1 -b .verbose",None
435789,"Description of problem:

The script, /etc/profile.d/colorls.csh, prints the value of the shell
variable, LSCOLORS, if it is set already.

Version-Release number of selected component (if applicable):


How reproducible:

Always.

Steps to Reproduce:
1. cd /etc/profile.d
2. setenv LS_COLORS ""*bug*""
3. csh /etc/profile.d/colorls.csh
  
Actual results:

You will see:

*bug*: No match

Expected results:

You should see no output at all.

Additional info:","```bash
cd /etc/profile.d && setenv LS_COLORS ""*bug*"" && csh colorls.csh
```"
435669,"From Bugzilla Helper:
User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.12) Gecko/20080201 Firefox/2.0.0.12

Description of problem:
Installscript for mkl 10.0.x fails.




Version-Release number of selected component (if applicable):
bash-3.2-22.fc9.x86_64

How reproducible:
Always


Steps to Reproduce:
1. Have access to mkl 10.0.x from Intel
   If you have currently no access there is a free download of the product
   http://www.intel.com/cd/software/products/asmo-na/eng/compilers/284132.htm
   mkl is a part of the Linux C++ or Linux fortran compiler.
2. follow the instruction for installing mkl


Actual Results:
After entering the license information the install script fails :

./.././install/install: line 163: 

fd05h/64773d: value too great for base (error token is ""64773d"")
./.././install/install: line 163: 

fd05h/64773d: value too great for base (error token is ""64773d"")
./.././install/install: line 1673: /tmp/install_temp.c29da5c73850a0cacec2e834d920cae2/install86_64: No such file or directory



Expected Results:
Sucessful install of mkl

Additional info:
This problem does not happen on any other tested linux platform including 
fedora 8",None
436083,"Description of problem:
If both -i and -f options (in that order) are specified to cp then cp should not
act interactively. Conversely, if -f and -i options (in that order) are
specified then -f should be ignored.

Version-Release number of selected component (if applicable):
coreutils-6.9-9

How reproducible:
Always

Steps to Reproduce:
1. unalias cp
2. touch a b
3. cp -i -f a b
4. cp -f -i a b
  
Actual results:
3. prompts
4. prompts

Expected results:
3. no prompt
4. prompt

Additional info:
In a sense -i and -f are complimentary.  That is, -i means ask, and -f means
don't ask.  Often users will alias cp='cp -i' to avoid clobbering files.  But
then when they really want to overwrite files unconditionally they will use 'cp
-f' which will translate to 'cp -i -f'.  While it is entirely possible to use
'\cp -f' that assumes that the user is fully conscious of any cp alias in effect.

It would make a lot more sense to have both -f and -i use the same internal
flag, rather than distinct ""unlink_dest_after_failed_open"" and ""interactive"",
and thereby the final -i/-f would be the flag that endures.","```
unalias cp
touch a b
cp -i -f a b
cp -f -i a b
```"
432154,"Description of problem:
coreutils install overwrites modified /etc/profile.d/colorls.sh

Version-Release number of selected component (if applicable):
coreutils-6.9-9

How reproducible:
Always

Steps to Reproduce:
1. modify /etc/profile.d/colorls.sh
2. upgrade coreutils

  
Actual results:
Old /etc/profile.d/colorls.sh disappears.
No rpmnew/old etc created

Expected results:
coreutils install should not replace a modified version of
/etc/profile.d/colorls.sh.  It should create colorls.sh.rpmnew or at least save
the old file.

Additional info:
rpm should be smarter","```bash
echo ""Modified content"" | sudo tee /etc/profile.d/colorls.sh
sudo yum upgrade coreutils
```"
433190,"Attached is a patch containing two optimizations for colorls.sh:

1) Don't do anything but set the ""ll"" and ""l."" aliases for noninteractive shells.
2) Avoid a bunch of stat calls whose results would just be thrown away.

The csh variant could seemingly use similar optimizations, but I'm not a csh
hacker so I'll leave it to someone else.",None
433189,"While ""--color=tty"" works, ""tty"" is not a valid value for ""--color"" according to
both ""man ls"" and ""ls --help""; could be better to use the documented
""--color=auto"" instead.  Patch attached.",None
319231,"Hi,

I just did make install while working on rhgb optimization, and came across this:

$ ls -lZ /usr/bin/rhgb
-rwxr-xr-x  root root system_u:object_r:bin_t          /usr/bin/rhgb

running

$ sudo /sbin/restorecon /usr/bin/rhgb

results in

$ ls -lZ /usr/bin/rhgb
-rwxr-xr-x  root root system_u:object_r:rhgb_exec_t    /usr/bin/rhgb",None
431964,"Description of problem:

/etc/profile.d/colorls.csh has this syntax which is invalid in csh/tcsh:

eval `dircolors -c $COLORS 2>/dev/null`

You can't redirect ONLY stderr in csh/tcsh.  It isn't supported.
Not sure what the intent is here, but you can redirect BOTH stdout/stderr with
>&.  See this for description of the issue and some workarounds:

http://faqs.org/faqs/unix-faq/shell/csh-whynot/

Version-Release number of selected component (if applicable):
6.10-5.fc9",eval `dircolors -c $COLORS 2>/dev/null`
431668,"Got ""/etc/profile.d/colorls.sh: line 10: [: : integer expression expected"" from
/etc/cron.daily/cyrus-imapd with coreutils-6.10-f.fc9.  The problem is that the
referenced line assumes that a particular infocmp | sed command will return a
number, when I suspect that it can also return an empty string (e.g., if TERM
isn't set).  The easiest fix is probably to use = instead of -eq.",None
432163,"Description of problem:
Suppose one is happy with ls/colorls but not happy with the ""ow""
(OTHER_WRITABLE) setting. And one wants to never show that attribute, but fall
back to other attributes (like directory, pipe, etc). It isn't possible.

Version-Release number of selected component (if applicable):
coreutils-6.9-9

How reproducible:
Always


Steps to Reproduce:
1. ensure LS_COLORS env is set without a ""ow"" entry
2. mkdir test; chmod o-w test
3. ls --color=tty -d test
4. chmod o+w test
5. ls --color=tty -d test
  
Actual results:
3. displays with directory color (""di"", possible unreadable dark blue)
5. displays with ""ow"" color (green background)

Expected results:
There should be a way to set ""ow"" to undefined or unset rather than the
compiled-in default. And also the code in ls.c should check that an attribute is
defined before making final determination of how to display it.  That is, if
""ow"" is unset then it should fall back to directory attribute.

Additional info:
All attributes should be unset by default, because it is perfectly ok to define
them all in users environment.","```bash
mkdir test; chmod o-w test; ls --color=tty -d test; chmod o+w test; ls --color=tty -d test
```"
431315,"Description of problem:

There are some syntax/logic errors in the LS_COLORS handling in
/etc/profile.d/colorls.csh.

Version-Release number of selected component (if applicable):
coreutils-6.10-4.fc9.x86_64

How reproducible:
always

Steps to Reproduce:
1. open a new shell in tcsh
  
Actual results:

LS_COLORS: Undefined variable.
[cra@l profile.d]$ 

Expected results:
dircolors should be executed, no error messages should result.

Additional info:

Simple fix:

--- /etc/profile.d/colorls.csh.orig	2008-02-02 12:05:36.000000000 -0500
+++ /etc/profile.d/colorls.csh	2008-02-02 12:11:46.000000000 -0500
@@ -1,6 +1,6 @@
 #! /bin/csh -f
 # color-ls initialization
-if ( ""$LS_COLORS"" != '' ) then
+if ( $?LS_COLORS ) then
    #do not override user specified LS_COLORS and use them
    alias ll 'ls -l --color=tty'
    alias l. 'ls -d .* --color=tty'","```bash
tcsh
echo $LS_COLORS
```"
430779,"Description of problem:
/bin/ls is outputting a '+' indicating an ACL is present for all files, even
those (the vast majority) that don't have them.

Version-Release number of selected component (if applicable):
coreutils-6.10-2.fc9.x86_64

How reproducible:
% /bin/ls -l /etc/passwd
-rw-r--r--+ 1 root root 2087 2008-01-27 01:20 /etc/passwd

Steps to Reproduce:
1.
2.
3.
  
Actual results:


Expected results:


Additional info:",/bin/ls -l /etc/passwd
430821,"Description of problem:
sort command does not sort as expected. The following URL also describe the issue:

http://pankaj-k.net/weblog/2007/08/is_gnu_sort_broken.html

Version-Release number of selected component (if applicable):
$ rpm -q coreutils
coreutils-6.9-12.fc8

How reproducible:
If the environment variable is not set at all. LC_ALL

Steps to Reproduce:
1. Write a file called ""a.txt"" with the following 3 lines:
F-A
FB
F-C

2. run in shell this command:

sort a.txt

 
Actual results:
F-A
FB
F-C

Expected results:
F-A
F-C
FB

Additional info:
In the URL field there is an explanation of why this is happening. BAsically the
issue is fixed if we run it in this way:

export LC_ALL=POSIX
sort a.txt

also, it works in this way too:

export LC_ALL=C
sort a.txt

I found the issue getting the bad sort order postgresql, basically the hyphen
got ignored. I wonder if the issue is correctly reported here or if it should be
reported to another component.","```bash
echo -e ""F-A\nFB\nF-C"" > a.txt
sort a.txt
```"
430407,"Due to this:
  Obsoletes: mktemp
  Provides: mktemp = %{version}-%{release}
coreutils now obsoletes itself.  Also, mktemp had an epoch, which needs to be
preserved.  See the ""Renaming or Replacing Existing Packages"" section of
http://fedoraproject.org/wiki/Packaging/NamingGuidelines

This looks correct according to the above guideline:
  Obsoletes: mktemp < 3:1.5-26
  Provides: mktemp = 3:1.5-27
The last version of the mktemp package in rawhide was 3:1.5-25, so obsolete
everything less than 3:1.5-26 and provide something slightly larger than that. 
Of course, if the version in F7 or F8 gets updated, it will need to use
sub-revisions (1.5-25.fc8.1) or you'll have to change these to maintain the
upgrade path.",None
284881,"Description of problem:
sort -n -t, does not work as expected (in the default, i.e. en_US.UTF-8 locale).

Version-Release number of selected component (if applicable):
coreutils-6.9-3.fc7

How reproducible:
100%

Steps to Reproduce:
1. keep the default locales (LC_COLLATE and LC_NUMERIC) value of en_US.UTF-8
2. sort -n -t, -k1 <<'EOF'
2101,:4AgE3<G4RNDP`
21012,:A0QIX6AI10gMP
2101,2IJIETPY=g<10@
21012,V8:AACI4TD925@
21014,:1MG<hEb@AIhU`
2101,4H@38`5ELC66M`
2101,4h>HM812P4820P
21014,V8:AACI4TD925@
2101,5AHBVEQW@dUGE@
EOF

Actual results:
2101,:4AgE3<G4RNDP`
21012,:A0QIX6AI10gMP
2101,2IJIETPY=g<10@
21012,V8:AACI4TD925@
21014,:1MG<hEb@AIhU`
2101,4H@38`5ELC66M`
2101,4h>HM812P4820P
21014,V8:AACI4TD925@
2101,5AHBVEQW@dUGE@

Expected results:
2101,4H@38`5ELC66M`
2101,4h>HM812P4820P
2101,5AHBVEQW@dUGE@
2101,:4AgE3<G4RNDP`
21012,:A0QIX6AI10gMP
21012,V8:AACI4TD925@
21014,:1MG<hEb@AIhU`
21014,V8:AACI4TD925@

Additional info:
Locales from glibc-common-2.6-4.

When LC_ALL=C is set, sorting works correctly.

Apparently sort ignores the comma inside the number values (though in the en_US
locale it probably should only be used as _thousands_ separator, so 2101,4
should not be a valid number in English).

Also sort does not handle the ""-t,"" separator argument correctly, because it
seems the value after the comma is still being included in the sorting key.","```bash
sort -n -t, -k1 <<'EOF'
2101,:4AgE3<G4RNDP`
21012,:A0QIX6AI10gMP
2101,2IJIETPY=g<10@
21012,V8:AACI4TD925@
21014,:1MG<hEb@AIhU`
2101,4H@38`5ELC66M`
2101,4h>HM812P4820P
21014,V8:AACI4TD925@
2101,5AHBVEQW@dUGE@
EOF
```"
406981,"The 'text' and 'binary' options to md5sum do nothing, and are confusing. Perhaps
we can't remove them, in case people have scripts which use them -- but we
should at least make sure that 'md5sum --help' and the man page make it clear
that they do nothing on real computers.",None
187817,"Description of problem:
Cannot change to ""root"" from a local user using ""su -"" command.

Description ::
Everytime i use the command ""su -"" to become the super user , it shows ""wrong
password"" even if the password entered is totally correct.
I have two additional users ""gagan"" and ""guest"".
And i am not able to get to the Super User mode from any of the user accounts.
Even when i try ""su - gagan"" from the same account,it shows the following error :

[gagan@Tulip ~]$ su - gagan
Password:
su: cannot set groups: Operation not permitted

One more thing i hv to say is that, i am not able to run any program that
requires Administrator login,for example ""File manager - super user mode"" or
""Network settings"",etc.
It shows an error : ""Insufficient Rights"" 

okay,i am able to get to the root login by ssh,that time it shows no error like
""Password Incorrect"" or anything like that.But when i try to get to the root's
account from a local user,it shows the error as i mentioned above.

And one more thing i want to clear here that i havent done anything crap with
the system,and everything was working fine till yesterday.

Please check this problem,if its a bug in FC5 or something else.","su -  
su - gagan"
238267,"Description of problem:
USB flash drive automounted width kde as /media/BACKUP.  The following works
fine invoked from the command line as root:

cp -fvr /disk /media/BACKUP

When invoked as a script, where the above is the only line in the script file:

./script

cp reports each file as being copied, but doesn't actually do it. Files are not
copied, and timestamps of existing files do not change on the destination.

There are two usb flash devices with the same volume name to allow rotation of
backups.  Both mount normally, and work fine with cp from the command line.


Version-Release number of selected component (if applicable):
coreutils-5.97-12.3.fc6
kernel-2.6.20-1.2933.fc6
hal-0.5.8.1-6.fc6

How reproducible:
100%

Steps to Reproduce:
1.
2.
3.
  
Actual results:


Expected results:


Additional info:",None
239266,"Description of problem:
I have set the resource ""XTerm.termName: xterm-256color"". Now `ls` output in
xterm is always in black and white, no colors at all. However if I start another
xterm with ""xterm -tn xterm"" (i.e. use the default 8-color term), `ls' output
has colors.

Version-Release number of selected component (if applicable):
xterm-225-2.fc7

How reproducible:
100%

Steps to Reproduce:
1.
2.
3.
  
Actual results:


Expected results:


Additional info:",None
428494,"Description of problem:
SORT behaves as if the -b and -d options are always set.  Sort ignores all
leading blanks and special characters

Version-Release number of selected component (if applicable):
May 25 2005 compile date of /bin/sort

How reproducible:
Always


Steps to Reproduce:
1.create a file with some lines having leading space or leading _
2.sort
3.
  
Actual results:
sort order ignores leading spaces

Expected results:
lines with leading space or _ should sort to top unless -b and -d set


Additional info:","```bash
echo -e ""   apple\nbanana\n_ orange\npear"" > testfile
sort testfile
```"
186862,"If TERM is set to xterm-256color, color ls does not work by default

Can you please add the line:

TERM xterm-256color

to /etc/DIR_COLORS (and/or /etc/DIR_COLORS.xterm) to make this work? 

It might even be nice to add separate support for xterm-256colors in order to
take advantage of the higher number of colors. 
The format would be like
for the color foreground:
38;5;CNUMBER
and for the background:
48;5;CNUMBER

where 0<=CNUMBER<=255

xterm in FC5 is compiled with 256 colors support by default, gnome-terminal will
soon get support for 256 colors, so more and more users could use this...",None
428679,"Description of problem:

Sort is set up to behave as if the -b and -d options are always set, namely 
that if 
a blank or a special character are in column one of a specified field, then 
sort looks ahead for the first alphanumeric character and uses that to begin 
the key.  This is not in accordance with the man pages, and I need to be 
able to sort on the field I specified for my programs to work correctly. 
How do I unseclect this behavior?  Specifically, I want column one of each 
field to be 
ordered all on it's own, and only then to look at column two, unless I ask 
for -b or -d.


Version-Release number of selected component (if applicable):
All versions from Fedora 6 to 8

How reproducible:
Always

Steps to Reproduce:
1.
2.
3.
  
Actual results:


a
 a
  a
_a
A
aa
Z
_Z

Expected results:
  a
 a
_a
_Z
a
aa
A
Z

Additional info:

So far the only workaround I found is to sort each column as a separate 
field such as -k 1.1,1.1 -k 1.2,1.2 etc",None
232458,"Description of problem:

false stats are returned after a run of dd in the hu_HU.UTF-8 locale.


Version-Release number of selected component (if applicable):
coreutils-5.97-12.3.fc6

How reproducible:
always:

Steps to Reproduce:
1. use dd
2. wait untils finishez
3. see bas statistics -> panic!
  
Actual results:

[ggergely@vosztok ~]$ LC_ALL=hu_HU.UTF-8 dd if=/dev/zero of=/dev/null bs=4M
count=1024
1024+0 beolvasott rekord
1024+0 kiírt rekord
1 bájt (1 B) másolva, 0,24047 másodperc, 17,9 GB/mp
[ggergely@vosztok ~]$ 


Expected results:

[ggergely@vosztok ~]$ LC_ALL=C dd if=/dev/zero of=/dev/null bs=4M count=1024
1024+0 records in
1024+0 records out
4294967296 bytes (4.3 GB) copied, 0.242406 seconds, 17.7 GB/s
[ggergely@vosztok ~]$ 

(or the same in hungarian)


Additional info:

I use the hungrian locale. maybe a problem on other locales too.",LC_ALL=hu_HU.UTF-8 dd if=/dev/zero of=/dev/null bs=4M count=1024
416981,"Description of problem:
pr -e4 -f  -l 25 $1|lpr -P P1

double spaces line on output

the pr portion doesn't produce the double space

Version-Release number of selected component (if applicable):


How reproducible:


Steps to Reproduce:
1.
2.
3.
  
Actual results:


Expected results:


Additional info:",None
230950,"Description of problem:

After a boot with images using kernel-2.6.20-1.2962.fc7 and
in a shell supplied by ancoda if you try, say, this:

mkdir /tmp/logs
cp /tmp/syslog /tmp/logs/

then the second operation results in the following error:

cp: cannot set setfscreatecon `system_u:object_r:ramfs_t:s0': Read-only file system

That file system is not read-only.  If you will do instead

cat /tmp/syslog > /tmp/logs/syslog

then this works fine.  Also booting with 'selinux=0' kills that error.

Version-Release number of selected component (if applicable):
anaconda-11.2.0.28-1

How reproducible:
always","mkdir /tmp/logs  
cp /tmp/syslog /tmp/logs/"
246567,"Description of problem:

Symbolic links are not listed properly when colouring is enabled for directory
listings containing symbolic link children.

Version-Release number of selected component (if applicable):

coreutils-6.9-3.fc7

How reproducible:

Always.

Steps to Reproduce:
1. create a symbolic link such as /home/user -> ../../etc/hosts
2. cd /home/user
3. /bin/ls --color=always | grep hosts
  
Actual results:

host::karlcz[~] /bin/ls --color=always | grep hosts
argetmhosts


Expected results:

host::karlcz[~] /bin/ls --color=always | grep hosts
hosts

Additional info:

The corruption does not appear in long listings, nor when the file is listed
explicitly, nor when coloring is disabled:

host::karlcz[~] /bin/ls --color=always hosts
hosts

host::karlcz[~] /bin/ls --color=always -l | grep hosts
lrwxrwxrwx  1 karlcz karlcz       15 2007-07-03 11:48 hosts -> ../../etc/hosts

host::karlcz[~] /bin/ls --color=never | grep hosts
hosts","```bash
/bin/ls --color=always | grep hosts
```"
411181,"According to the manpage for format, --format=%C should display the selinux
security context of a given file.

On Fedora 7, the output makes sense and agrees with ls -Z:

[fs@avocent ~]$ ls -Z /bin/ls
-rwxr-xr-x  root root system_u:object_r:ls_exec_t      /bin/ls
[fs@avocent ~]$ stat --format=%C /bin/ls
system_u:object_r:ls_exec_t

On Fedora 8, however, stat produces what appears to be a few bytes of garbage
that varies from file to file:

[root@gkar ~]# ls -Z /bin/ls
-rwxr-xr-x  root root system_u:object_r:bin_t          /bin/ls
[root@gkar ~]# stat --format=%C /bin/ls
%=s

This is on a Fedora 8 system with all patches as of 12/4/2007 applied.",stat --format=%C /bin/ls
404511,"Description of problem:
Coreutils ls is wrong color for broken symlinks.
<http://lists.gnu.org/archive/html/bug-coreutils/2007-06/msg00174.html>

Attached patch taken from the upstream snapshot can fix it.",None
358701,"Description of problem:

On a filesystem such as NFS that doesn't know how to store SELinux metadata,
/bin/cp can create empty target files due to incorrect error handling.

Version-Release number of selected component (if applicable):
coreutils-6.9-6.fc8

How reproducible:
100%

Steps to Reproduce:
1. Go to an NFS-mounted directory that has a non-empty file named 'file1'.
2. Run 'cp -av file1 file2'.
3. Run 'cp -av file1 file2' again.
  
Actual results:
file2 is empty

Expected results:
file2 has same contents as file1

Additional info:

Patch is attached that fixes this particular case. However, I would almost argue
that all errors generated by fsetfilecon() should be ignored (and not just
EOPNOTSUPP), simply because they're not fatal, and because truncating the user's
files to zero-length is a really bad outcome for a basic utility like /bin/cp.","```
cp -av file1 file2
cp -av file1 file2
```"
356311,"Description of problem:

With an NFS mounted home directory and use_nfs_home_dirs --> on

zorro:~ $ echo poo > a
zorro:~ $ cat a
poo
zorro:~ $ cp -a a b
zorro:~ $ echo $?
1
zorro:~ $ cat b
zorro:~ $ ls -l b
-rw-r--r-- 1 aph aph 0 2007-10-29 11:33 b

The failure is when ""cp -a"" tries to set the attrs:

fsetxattr(4, ""security.selinux"", ""system_u:object_r:nfs_t:s0"", 27, 0) = -1
EOPNOTSUPP (Operation not supported)

Kernel is 2.6.23-0.214.rc8.git2.fc8",None
